X-Lamb;Y-Lamb;Hauteur (m);Epaisseur (m);Densite (%);Leaf wall area (m².ha-1);Pourcentage de la dose homologuée à appliquer
766789.06;6284754.61;1.64;0.32;60;13120;213.9
766786.72;6284755.9;1.06;0.5;57;8480;133.1
766783.74;6284757.48;1.04;0.41;48;8320;110.3
766781.53;6284758.77;1.43;0.43;62;11440;191.7
766778.85;6284760.19;1.17;0.57;56;9360;144.2
766776.28;6284761.53;1.44;0.52;72;11520;233.3
766773.89;6284762.74;1.4;0.32;69;11200;207.2
766771.28;6284764.11;1.23;0.42;66;9840;175.3
766768.76;6284765.39;1.3;0.31;72;10400;201.5
766766.21;6284766.73;1.16;0.33;61;9280;150
766763.71;6284768.04;1.23;0.3;66;9840;171.7
766761.16;6284769.46;1.45;0.33;69;11600;216.2
766759.04;6284770.59;1.57;0.3;69;12560;236.1
766756.01;6284772.18;1.26;0.36;73;10080;200.8
766753.61;6284773.42;1.23;0.47;58;9840;153.9
766751.08;6284774.84;1.35;0.37;72;10800;211.6
766748.69;6284776.16;1.3;0.35;77;10400;221.1
766746.21;6284777.47;1.49;0.38;74;11920;244.8
766743.73;6284778.71;1.62;0.44;74;12960;274.3
766741.22;6284780.08;1.19;0.3;62;9520;155.1
766738.69;6284781.53;1.16;0.34;64;9280;158
766735.91;6284782.97;1.55;0.62;61;12400;213.9
766733.34;6284784.28;1.43;0.3;76;11440;238.9
766731.06;6284785.42;1.51;0.3;76;12080;254.3
766728.2;6284786.87;1.22;0.26;67;9760;172.2
766725.23;6284788.42;1.38;0.52;68;11040;207.9
766722.99;6284789.57;1.36;0.41;71;10880;210.9
766720.42;6284790.94;1.39;0.33;76;11120;232.4
766718.22;6284792.13;1.28;0.26;67;10240;180.6
766715.53;6284793.58;1.34;0.36;78;10720;232.4
766712.65;6284795.08;1.02;0.53;65;8160;148.9
766710.32;6284796.42;1.42;0.45;78;11360;252.1
766707.77;6284797.79;1.09;0.42;69;8720;165.5
766705.29;6284799.14;1.14;0.31;62;9120;149.6
766702.36;6284800.7;1.26;0.31;65;10080;173.2
766700.25;6284801.74;1.58;0.34;59;12640;201.5
766696.81;6284803.62;1.37;0.3;74;10960;220.3
766695.03;6284804.52;1.36;0.34;71;10880;208.6
766692.03;6284806.05;1.17;0.36;53;9360;132.3
766689.46;6284807.48;1.3;0.48;64;10400;180.6
766687.71;6284808.39;1.19;0.36;65;9520;165
766684.26;6284810.2;1.29;0.34;73;10320;204.3
766681.96;6284811.4;1.63;0.41;80;13040;305.4
766679.82;6284812.51;1.59;0.31;71;12720;248.9
766676.56;6284814.27;1.62;0.42;68;12960;245.9
766673.89;6284815.69;1.56;0.29;77;12480;268.1
766671.53;6284816.94;1.43;0.33;80;11440;257.6
766668.94;6284818.3;1.35;0.29;71;10800;205
766666.44;6284819.5;1.51;0.52;73;12080;250
766663.63;6284821.02;1.53;0.49;63;12240;213.1
766661.21;6284822.28;1.54;0.46;67;12320;228.8
766658.56;6284823.73;1.52;0.36;72;12160;241.8
766656.57;6284824.85;1.05;0.54;62;8400;144.9
766653.23;6284826.52;1.5;0.37;60;12000;193.6
766650.91;6284827.44;1.48;0.33;66;11840;210.1
766648.42;6284826.38;1.23;0.54;69;9840;188.7
766648.88;6284822.92;1.35;0.36;71;10800;207.9
766651.39;6284821.61;1.6;0.33;67;12800;234.2
766654.38;6284820.12;1.64;0.61;67;13120;254.3
766656.3;6284819.04;1.45;0.67;79;11600;271.8
766658.78;6284817.76;1.35;0.55;73;10800;221.9
766661.02;6284816.58;1.42;0.37;71;11360;219.4
766663.6;6284815.22;1.38;0.35;72;11040;216.2
766666.19;6284813.83;1.21;0.34;75;9680;198.8
766668.93;6284812.37;1.15;0.44;75;9200;193
766671.22;6284811.18;1.05;0.33;77;8400;181.7
766673.89;6284809.79;1.21;0.39;66;9680;171.7
766676.43;6284808.53;1.4;0.57;78;11200;253.2
766678.59;6284807.37;1.53;0.45;73;12240;251.1
766681.21;6284805.91;1.06;0.36;51;8480;117.1
766683.7;6284804.67;1.38;0.4;67;11040;199.5
766686.1;6284803.44;1.31;0.34;77;10480;222.7
766688.5;6284802.19;1.2;0.33;52;9600;132.3
766691.15;6284800.74;1.39;0.41;75;11120;231.4
766693.75;6284799.41;1.01;0.4;73;8080;166
766696.06;6284798.15;1.09;0.33;76;8720;184
766698.68;6284796.74;1.16;0.27;78;9280;199.5
766701.14;6284795.43;1.38;0.4;77;11040;238
766703.56;6284794.15;1.36;0.26;77;10880;228.8
766705.99;6284792.8;1.09;0.32;74;8720;177.4
766708.23;6284791.63;1.46;0.49;67;11680;216.2
766710.95;6284790.17;1.29;0.3;75;10320;210.1
766713.57;6284788.75;1.37;0.31;70;10960;205.7
766716.04;6284787.53;1.34;0.29;73;10720;210.9
766718.47;6284786.25;1.21;0.44;81;9680;224.4
766721.06;6284784.81;1.36;0.36;68;10880;198.8
766723.43;6284783.58;1.24;0.47;70;9920;191.1
766726.15;6284782.23;1.14;0.44;80;9120;209.4
766728.71;6284780.83;1.38;0.27;66;11040;192.4
766731.69;6284779.24;1.26;0.27;74;10080;200.8
766733.55;6284778.33;1.06;0.5;59;8480;137.8
766736.14;6284776.89;1.17;0.27;64;9360;157.6
766738.93;6284775.41;1.21;0.26;70;9680;180.1
766741.27;6284774.28;1.13;0.39;66;9040;161.4
766744.31;6284772.63;1.25;0.45;54;10000;145.2
766746.68;6284771.43;1.26;0.52;65;10080;179.5
766749.12;6284770.08;1.27;0.5;78;10160;226.1
766751.92;6284768.52;1.09;0.48;65;8720;155.9
766754.47;6284767.09;1.28;0.35;69;10240;189.9
766756.87;6284765.84;1.43;0.4;74;11440;234.2
766759.36;6284764.47;1.54;0.41;69;12320;235.1
766762.26;6284762.91;1.48;0.65;83;11840;297.7
766764.58;6284761.69;1.41;0.66;80;11280;268.1
766767.05;6284760.46;1.16;0.45;83;9280;224.4
766769.57;6284759.06;1.47;0.62;76;11760;259.9
766772.14;6284757.77;1.47;0.46;69;11760;224.4
766774.55;6284756.48;1.08;0.67;66;8640;162.8
766777.33;6284755.07;1.22;0.59;57;9760;153.1
766779.96;6284753.63;1.27;0.31;63;10160;168.3
766782.58;6284752.3;0.96;0.29;75;7680;162.3
766784.94;6284751.07;1.37;0.64;83;10960;273
